Results pasted from terminal:

python baseline_gnn.py
Epoch 1/100, Train Loss: 0.9290, Val Loss: 0.8764
[Supervised Fine-tune] Epoch 36/50, Train Loss: 0.8579, Val Loss: 0.5009
[Supervised Fine-tune] Epoch 37/50, Train Loss: 0.8572, Val Loss: 0.5010
[Supervised Fine-tune] Epoch 38/50, Train Loss: 0.8562, Val Loss: 0.5014
[Supervised Fine-tune] Epoch 39/50, Train Loss: 0.8562, Val Loss: 0.4992
[Supervised Fine-tune] Epoch 40/50, Train Loss: 0.8560, Val Loss: 0.5009
[Supervised Fine-tune] Epoch 41/50, Train Loss: 0.8565, Val Loss: 0.4986
[Supervised Fine-tune] Epoch 42/50, Train Loss: 0.8554, Val Loss: 0.5012
[Supervised Fine-tune] Epoch 43/50, Train Loss: 0.8556, Val Loss: 0.4972
[Supervised Fine-tune] Epoch 44/50, Train Loss: 0.8562, Val Loss: 0.4988
[Supervised Fine-tune] Epoch 45/50, Train Loss: 0.8549, Val Loss: 0.4967
[Supervised Fine-tune] Epoch 46/50, Train Loss: 0.8556, Val Loss: 0.4982
[Supervised Fine-tune] Epoch 47/50, Train Loss: 0.8543, Val Loss: 0.4969
[Supervised Fine-tune] Epoch 48/50, Train Loss: 0.8538, Val Loss: 0.4999
[Supervised Fine-tune] Epoch 49/50, Train Loss: 0.8545, Val Loss: 0.4989
[Supervised Fine-tune] Epoch 50/50, Train Loss: 0.8536, Val Loss: 0.4995
Best Supervised val loss: 0.4967375765244166
Done. Model trained with advanced pretraining then supervised training.

